timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1714003517529,377,List Products,200,,Sustained - 200 9-195,text,true,,112658,235,29,29,119,0,0
1714003517552,403,List Products,200,,Sustained - 200 9-193,text,true,,105228,235,31,31,118,0,0
1714003517620,369,Look at Product,200,,Sustained - 200 9-199,text,true,,103570,223,32,32,141,0,0
1714003517747,249,Home,200,,Sustained - 200 9-178,text,true,,9118,209,33,33,249,0,98
1714003517763,239,Home,200,,Sustained - 200 9-177,text,true,,9118,209,33,33,234,0,97
1714003517753,257,Login,200,,Sustained - 200 9-184,text,true,,10114,214,33,33,257,0,0
1714003517754,256,Login,200,,Sustained - 200 9-185,text,true,,10114,214,33,33,256,0,0
1714003517585,426,List Products,200,,Sustained - 200 9-194,text,true,,97994,235,33,33,126,0,0
1714003517793,234,Home,200,,Sustained - 200 9-176,text,true,,9118,209,34,34,234,0,113
1714003517785,243,Login,200,,Sustained - 200 9-183,text,true,,10114,214,34,34,243,0,0
1714003517813,315,Login,200,,Sustained - 200 9-182,text,true,,10114,214,38,38,314,0,0
1714003517840,288,Home,200,,Sustained - 200 9-174,text,true,,9118,209,38,38,288,0,130
1714003517824,307,Home,200,,Sustained - 200 9-175,text,true,,9118,209,38,38,307,0,131
1714003517730,413,Look at Product,200,,Sustained - 200 9-197,text,true,,103410,223,38,38,116,0,0
1714003517871,282,Home,200,,Sustained - 200 9-173,text,true,,9118,209,39,39,282,0,124
1714003517845,308,Login,200,,Sustained - 200 9-181,text,true,,10114,214,39,39,308,0,0
1714003517639,514,List Products,200,,Sustained - 200 9-192,text,true,,123956,235,39,39,132,0,0
1714003517902,301,Home,200,,Sustained - 200 9-172,text,true,,9118,209,41,41,301,0,111
1714003517902,302,Login,200,,Sustained - 200 9-180,text,true,,10114,214,41,41,302,0,0
1714003517906,364,Login,200,,Sustained - 200 9-179,text,true,,10114,214,43,43,364,0,0
1714003517916,363,Home,200,,Sustained - 200 9-171,text,true,,9118,209,44,44,362,0,127
1714003517711,591,List Products,200,,Sustained - 200 9-191,text,true,,112658,235,45,45,110,0,0
1714003517704,609,Look at Product,200,,Sustained - 200 9-200,text,true,,153144,223,45,45,126,0,0
1714003517964,350,Home,200,,Sustained - 200 9-169,text,true,,9118,209,45,45,350,0,158
1714003517948,370,Home,200,,Sustained - 200 9-170,text,true,,9118,209,45,45,370,0,170
1714003517996,328,Home,200,,Sustained - 200 9-168,text,true,,9118,209,46,46,328,0,149
1714003518002,351,Login,200,,Sustained - 200 9-177,text,true,,10114,214,47,47,351,0,0
1714003517996,360,Login,200,,Sustained - 200 9-178,text,true,,10114,214,47,47,360,0,0
1714003517756,615,Look at Product,200,,Sustained - 200 9-198,text,true,,122306,223,48,48,172,0,0
1714003517752,636,List Products,200,,Sustained - 200 9-190,text,true,,105228,235,48,48,158,0,0
1714003518027,376,Login,200,,Sustained - 200 9-176,text,true,,10114,214,49,49,376,0,0
1714003518026,395,Home,200,,Sustained - 200 9-167,text,true,,9118,209,50,50,395,0,177
1714003518041,445,Home,200,,Sustained - 200 9-166,text,true,,9118,209,52,52,445,0,213
1714003518072,424,Home,200,,Sustained - 200 9-165,text,true,,9118,209,52,52,424,0,198
1714003517906,614,Look at Product,200,,Sustained - 200 9-195,text,true,,109468,223,54,54,183,0,0
1714003518088,441,Home,200,,Sustained - 200 9-164,text,true,,9118,209,54,54,441,0,215
1714003517989,541,List Products with different page,200,,Sustained - 200 9-199,text,true,,102963,235,54,54,167,0,0
1714003517955,591,Look at Product,200,,Sustained - 200 9-193,text,true,,102728,223,55,55,215,0,0
1714003518128,427,Login,200,,Sustained - 200 9-174,text,true,,10114,214,55,55,426,0,0
1714003518118,437,Home,200,,Sustained - 200 9-163,text,true,,9118,209,55,55,437,0,194
1714003518131,429,Login,200,,Sustained - 200 9-175,text,true,,10114,214,55,55,429,0,0
1714003518150,420,Home,200,,Sustained - 200 9-162,text,true,,9118,209,55,55,420,0,168
1714003518153,418,Login,200,,Sustained - 200 9-173,text,true,,10114,214,55,55,418,0,0
1714003518165,413,Home,200,,Sustained - 200 9-161,text,true,,9118,209,56,56,413,0,163
1714003518196,464,Home,200,,Sustained - 200 9-160,text,true,,9118,209,59,59,464,0,192
1714003518211,467,Home,200,,Sustained - 200 9-159,text,true,,9118,209,60,60,467,0,200
1714003518203,476,Login,200,,Sustained - 200 9-172,text,true,,10114,214,60,60,475,0,0
1714003517895,850,List Products,200,,Sustained - 200 9-187,text,true,,123956,235,63,63,150,0,0
1714003517881,874,Look at Product,200,,Sustained - 200 9-196,text,true,,122832,223,63,63,197,0,0
1714003518012,749,Look at Product,200,,Sustained - 200 9-194,text,true,,106859,222,64,64,244,0,0
1714003518243,527,Home,200,,Sustained - 200 9-158,text,true,,9118,209,64,64,527,0,218
1714003517806,964,List Products,200,,Sustained - 200 9-189,text,true,,151559,235,64,64,130,0,0
1714003518275,496,Home,200,,Sustained - 200 9-157,text,true,,9118,209,64,64,496,0,221
1714003518279,517,Login,200,,Sustained - 200 9-171,text,true,,10114,214,65,65,517,0,0
1714003518290,507,Home,200,,Sustained - 200 9-156,text,true,,9118,209,65,65,507,0,230
1714003518143,660,List Products with different page,200,,Sustained - 200 9-197,text,true,,103629,235,65,65,218,0,0
1714003518322,498,Home,200,,Sustained - 200 9-155,text,true,,9118,209,65,65,498,0,208
1714003518314,506,Login,200,,Sustained - 200 9-169,text,true,,10114,214,65,65,506,0,0
1714003518337,484,Home,200,,Sustained - 200 9-154,text,true,,9118,209,65,65,484,0,208
1714003518318,525,Login,200,,Sustained - 200 9-170,text,true,,10114,214,67,67,525,0,0
1714003517881,964,List Products,200,,Sustained - 200 9-186,text,true,,151559,235,67,67,139,0,0
1714003518324,530,Login,200,,Sustained - 200 9-168,text,true,,10114,214,67,67,530,0,0
1714003518369,486,Home,200,,Sustained - 200 9-153,text,true,,9118,209,67,67,486,0,217
1714003518401,545,Home,200,,Sustained - 200 9-152,text,true,,9118,209,71,71,545,0,220
1714003518416,554,Home,200,,Sustained - 200 9-151,text,true,,9118,209,72,72,554,0,255
1714003518010,960,List Products,200,,Sustained - 200 9-184,text,true,,112658,235,72,72,201,0,0
1714003518010,986,List Products,200,,Sustained - 200 9-185,text,true,,97994,235,73,73,209,0,0
1714003518421,582,Login,200,,Sustained - 200 9-167,text,true,,10114,214,73,73,582,0,0
1714003517895,1123,List Products,200,,Sustained - 200 9-188,text,true,,151559,235,73,73,150,0,0
1714003518449,574,Home,200,,Sustained - 200 9-150,text,true,,9118,209,73,73,574,0,290
1714003518487,542,Login,200,,Sustained - 200 9-166,text,true,,10114,214,74,74,542,0,0
1714003518496,547,Home,200,,Sustained - 200 9-148,text,true,,9118,209,75,75,547,0,274
1714003518511,534,Home,200,,Sustained - 200 9-147,text,true,,9118,209,75,75,534,0,259
1714003518496,567,Login,200,,Sustained - 200 9-165,text,true,,10114,214,75,75,567,0,0
1714003518465,598,Home,200,,Sustained - 200 9-149,text,true,,9118,209,75,75,598,0,305
1714003518543,560,Home,200,,Sustained - 200 9-146,text,true,,9118,209,77,77,560,0,245
1714003518530,583,Add Product to Cart,200,,Sustained - 200 9-199,text,true,,9792,213,77,77,583,0,0
1714003518574,540,Home,200,,Sustained - 200 9-145,text,true,,9118,209,77,77,540,0,229
1714003518530,588,Login,200,,Sustained - 200 9-164,text,true,,10114,214,78,78,588,0,0
1714003518555,565,Login,200,,Sustained - 200 9-163,text,true,,10114,214,78,78,565,0,0
1714003518570,575,Login,200,,Sustained - 200 9-162,text,true,,10114,214,78,78,575,0,0
1714003518589,591,Home,200,,Sustained - 200 9-144,text,true,,9118,209,80,80,591,0,265
1714003518578,610,Login,200,,Sustained - 200 9-161,text,true,,10114,214,80,80,610,0,0
1714003518153,1050,Look at Product,200,,Sustained - 200 9-192,text,true,,124131,223,81,81,240,0,0
1714003518153,1107,List Products,200,,Sustained - 200 9-181,text,true,,105228,235,83,83,234,0,0
1714003518621,640,Home,200,,Sustained - 200 9-143,text,true,,9118,209,83,83,640,0,281
1714003518302,983,Look at Product,200,,Sustained - 200 9-191,text,true,,106859,223,84,84,344,0,0
1714003518667,629,Home,200,,Sustained - 200 9-141,text,true,,9118,209,85,85,629,0,285
1714003518636,670,Home,200,,Sustained - 200 9-142,text,true,,9118,209,85,85,670,0,299
1714003518660,650,Login,200,,Sustained - 200 9-160,text,true,,10114,214,85,85,650,0,0
1714003518371,939,List Products with different page,200,,Sustained - 200 9-198,text,true,,121519,235,85,85,292,0,0
1714003518678,644,Login,200,,Sustained - 200 9-159,text,true,,10114,214,86,86,644,0,0
1714003518388,959,Look at Product,200,,Sustained - 200 9-190,text,true,,105477,223,86,86,332,0,0
1714003518713,651,Home,200,,Sustained - 200 9-139,text,true,,9118,209,87,87,651,0,283
1714003518698,670,Home,200,,Sustained - 200 9-140,text,true,,9118,209,88,88,670,0,298
1714003518204,1164,List Products,200,,Sustained - 200 9-180,text,true,,123956,235,88,88,217,0,0
1714003518270,1109,List Products,200,,Sustained - 200 9-179,text,true,,112658,235,88,88,250,0,0
1714003518028,1361,List Products,200,,Sustained - 200 9-183,text,true,,151559,235,88,88,225,0,0
1714003518745,661,Home,200,,Sustained - 200 9-138,text,true,,9118,209,89,89,661,0,278
1714003518761,657,Home,200,,Sustained - 200 9-137,text,true,,9118,209,90,90,657,0,267
1714003518771,652,Login,200,,Sustained - 200 9-157,text,true,,10114,214,90,90,652,0,0
1714003518770,653,Login,200,,Sustained - 200 9-158,text,true,,10114,214,90,90,653,0,0
1714003518128,1294,List Products,200,,Sustained - 200 9-182,text,true,,151559,235,90,90,209,0,0
1714003518792,668,Home,200,,Sustained - 200 9-136,text,true,,9118,209,91,91,668,0,271
1714003518520,959,List Products with different page,200,,Sustained - 200 9-195,text,true,,111860,235,92,92,284,0,0
1714003518823,667,Home,200,,Sustained - 200 9-135,text,true,,9118,209,93,93,666,0,290
1714003518803,692,Add Product to Cart,200,,Sustained - 200 9-197,text,true,,9792,213,93,93,692,0,0
1714003518313,1191,List Products with different page,200,,Sustained - 200 9-200,text,true,,151671,235,93,93,275,0,0
1714003518820,690,Login,200,,Sustained - 200 9-155,text,true,,10114,214,93,93,690,0,0
1714003518798,713,Login,200,,Sustained - 200 9-156,text,true,,10114,214,93,93,713,0,0
1714003518821,692,Login,200,,Sustained - 200 9-154,text,true,,10114,214,93,93,692,0,0
1714003518839,679,Home,200,,Sustained - 200 9-134,text,true,,9118,209,93,93,679,0,279
1714003518546,1014,List Products with different page,200,,Sustained - 200 9-193,text,true,,106471,235,95,95,314,0,0
1714003518855,717,Login,200,,Sustained - 200 9-153,text,true,,10114,214,96,96,717,0,0
1714003518870,707,Home,200,,Sustained - 200 9-133,text,true,,9118,209,96,96,707,0,318
1714003518900,754,Home,200,,Sustained - 200 9-132,text,true,,9118,209,99,99,754,0,346
1714003518915,755,Home,200,,Sustained - 200 9-131,text,true,,9118,209,99,99,755,0,348
1714003518946,726,Login,200,,Sustained - 200 9-152,text,true,,10114,214,99,99,726,0,0
1714003518946,732,Home,200,,Sustained - 200 9-130,text,true,,9118,209,100,100,732,0,342
1714003518403,1276,List Products,200,,Sustained - 200 9-176,text,true,,105228,235,100,100,300,0,0
1714003518962,723,Home,200,,Sustained - 200 9-129,text,true,,9118,209,100,100,723,0,344
1714003518353,1358,List Products,200,,Sustained - 200 9-177,text,true,,123956,235,101,101,293,0,0
1714003518992,728,Home,200,,Sustained - 200 9-128,text,true,,9118,209,101,101,728,0,336
1714003518970,759,Login,200,,Sustained - 200 9-151,text,true,,10114,214,102,102,758,0,0
1714003519023,773,Home,200,,Sustained - 200 9-127,text,true,,9118,209,104,104,773,0,366
1714003519023,780,Login,200,,Sustained - 200 9-150,text,true,,10114,214,105,105,775,0,0
1714003519045,761,Login,200,,Sustained - 200 9-147,text,true,,10114,214,105,105,761,0,0
1714003519043,771,Login,200,,Sustained - 200 9-148,text,true,,10114,214,105,105,771,0,0
1714003519038,799,Home,200,,Sustained - 200 9-126,text,true,,9118,209,106,106,799,0,376
1714003519070,775,Home,200,,Sustained - 200 9-125,text,true,,9118,209,106,106,775,0,359
1714003518761,1113,List Products with different page,200,,Sustained - 200 9-194,text,true,,102397,235,108,108,309,0,0
1714003518755,1141,List Products with different page,200,,Sustained - 200 9-196,text,true,,123024,235,109,109,325,0,0
1714003519063,847,Login,200,,Sustained - 200 9-149,text,true,,10114,214,109,109,846,0,0
1714003519103,836,Login,200,,Sustained - 200 9-146,text,true,,10114,214,110,110,836,0,0
1714003519086,859,Home,200,,Sustained - 200 9-124,text,true,,9118,209,111,111,859,0,393
1714003519114,848,Login,200,,Sustained - 200 9-145,text,true,,10114,214,111,111,847,0,0
1714003519117,845,Home,200,,Sustained - 200 9-123,text,true,,9118,209,111,111,845,0,387
1714003519113,849,Add Product 2 to Cart,200,,Sustained - 200 9-199,text,true,,9792,213,111,111,849,0,0
1714003519149,815,Home,200,,Sustained - 200 9-122,text,true,,9118,209,111,111,815,0,369
1714003518555,1466,List Products,200,,Sustained - 200 9-174,text,true,,105228,235,114,114,315,0,0
1714003519165,862,Home,200,,Sustained - 200 9-121,text,true,,9118,209,114,114,862,0,395
1714003519180,848,Login,200,,Sustained - 200 9-144,text,true,,10114,214,114,114,847,0,0
1714003519195,833,Home,200,,Sustained - 200 9-120,text,true,,9118,209,114,114,833,0,382
1714003518571,1465,List Products,200,,Sustained - 200 9-173,text,true,,112658,235,114,114,322,0,0
1714003519226,844,Home,200,,Sustained - 200 9-119,text,true,,9118,209,116,116,844,0,377
1714003518560,1521,List Products,200,,Sustained - 200 9-175,text,true,,112658,235,116,116,328,0,0
1714003518356,1757,List Products,200,,Sustained - 200 9-178,text,true,,151559,235,118,118,264,0,0
1714003519261,853,Login,200,,Sustained - 200 9-143,text,true,,10114,214,118,118,853,0,0
1714003519241,877,Home,200,,Sustained - 200 9-118,text,true,,9118,209,118,118,877,0,404
1714003519271,849,Home,200,,Sustained - 200 9-117,text,true,,9118,209,118,118,849,0,393
1714003519319,827,Home,200,,Sustained - 200 9-115,text,true,,9118,209,119,119,827,0,360
1714003519296,851,Login,200,,Sustained - 200 9-141,text,true,,10114,214,119,119,851,0,0
1714003519287,867,Home,200,,Sustained - 200 9-116,text,true,,9118,209,119,119,867,0,383
1714003519306,849,Login,200,,Sustained - 200 9-142,text,true,,10114,214,119,119,849,0,0
1714003519310,850,Add Product to Cart,200,,Sustained - 200 9-198,text,true,,9792,213,119,119,846,0,0
1714003518970,1253,Look at Product,200,,Sustained - 200 9-184,text,true,,106888,223,122,122,377,0,0
1714003519350,896,Home,200,,Sustained - 200 9-114,text,true,,9118,209,123,123,895,0,402
1714003519365,912,Home,200,,Sustained - 200 9-113,text,true,,9118,209,124,124,912,0,405
1714003519364,914,Login,200,,Sustained - 200 9-139,text,true,,10114,214,124,124,914,0,0
1714003519368,911,Login,200,,Sustained - 200 9-140,text,true,,10114,214,124,124,911,0,0
1714003518997,1282,Look at Product,200,,Sustained - 200 9-185,text,true,,103810,222,124,124,398,0,0
1714003519395,891,Home,200,,Sustained - 200 9-112,text,true,,9118,209,124,124,891,0,382
1714003519406,882,Login,200,,Sustained - 200 9-138,text,true,,10114,214,124,124,881,0,0
1714003519412,876,Home,200,,Sustained - 200 9-111,text,true,,9118,209,124,124,876,0,385
1714003519418,910,Login,200,,Sustained - 200 9-137,text,true,,10114,214,126,126,909,0,0
1714003519444,917,Home,200,,Sustained - 200 9-110,text,true,,9118,209,128,128,917,0,403
1714003518745,1651,Look at Product,200,,Sustained - 200 9-187,text,true,,121805,223,129,129,351,0,0
1714003519460,942,Login,200,,Sustained - 200 9-136,text,true,,10114,214,129,129,942,0,0
1714003518770,1652,Look at Product,200,,Sustained - 200 9-189,text,true,,151361,223,130,130,357,0,0
1714003519489,939,Home,200,,Sustained - 200 9-108,text,true,,9118,209,130,130,939,0,436
1714003519474,954,Home,200,,Sustained - 200 9-109,text,true,,9118,209,130,130,954,0,451
1714003519480,948,Add Product to Cart,200,,Sustained - 200 9-195,text,true,,9792,213,130,130,948,0,0
1714003518796,1633,List Products,200,,Sustained - 200 9-171,text,true,,105228,235,130,130,350,0,0
1714003519490,963,Login,200,,Sustained - 200 9-135,text,true,,10114,214,131,131,962,0,0
1714003519495,978,Add Product 2 to Cart,200,,Sustained - 200 9-197,text,true,,9792,213,132,132,978,0,0
1714003519518,970,Login,200,,Sustained - 200 9-134,text,true,,10114,214,132,132,970,0,0
1714003519505,993,Add Product to Cart,200,,Sustained - 200 9-200,text,true,,9792,213,132,132,993,0,0
1714003519521,985,Home,200,,Sustained - 200 9-107,text,true,,9118,209,133,133,985,0,441
1714003518820,1701,List Products,200,,Sustained - 200 9-169,text,true,,97994,235,134,134,341,0,0
1714003519536,993,Home,200,,Sustained - 200 9-106,text,true,,9118,209,134,134,993,0,457
1714003519577,962,Login,200,,Sustained - 200 9-133,text,true,,10114,214,134,134,960,0,0
1714003519561,991,Add Product to Cart,200,,Sustained - 200 9-193,text,true,,9792,213,135,135,990,0,0
1714003518843,1713,List Products,200,,Sustained - 200 9-170,text,true,,112658,235,135,135,360,0,0
1714003519567,1001,Home,200,,Sustained - 200 9-105,text,true,,9118,209,136,136,1001,0,454
1714003519598,997,Home,200,,Sustained - 200 9-104,text,true,,9118,209,137,137,997,0,458
1714003519613,1023,Home,200,,Sustained - 200 9-103,text,true,,9118,209,138,138,1023,0,466
1714003518845,1798,Look at Product,200,,Sustained - 200 9-186,text,true,,150131,223,139,139,394,0,0
1714003519203,1444,List Products with different page,200,,Sustained - 200 9-192,text,true,,123024,235,139,139,425,0,0
1714003519285,1367,List Products with different page,200,,Sustained - 200 9-191,text,true,,110083,235,139,139,401,0,0
1714003519260,1403,Look at Product,200,,Sustained - 200 9-181,text,true,,104696,223,139,139,438,0,0
1714003519645,1037,Home,200,,Sustained - 200 9-102,text,true,,9118,209,140,140,1037,0,452
1714003519686,1014,Login,200,,Sustained - 200 9-129,text,true,,10114,214,141,141,1014,0,0
1714003519679,1021,Login,200,,Sustained - 200 9-130,text,true,,10114,214,141,141,1021,0,0
1714003519671,1033,Login,200,,Sustained - 200 9-131,text,true,,10114,214,141,141,1033,0,0
1714003519656,1048,Login,200,,Sustained - 200 9-132,text,true,,10114,214,141,141,1048,0,0
1714003519692,1012,Home,200,,Sustained - 200 9-100,text,true,,9118,209,141,141,1012,0,454
1714003518679,2024,List Products,200,,Sustained - 200 9-172,text,true,,151559,235,141,141,306,0,0
1714003519676,1045,Home,200,,Sustained - 200 9-101,text,true,,9118,209,142,142,1045,0,470
1714003519721,1041,Login,200,,Sustained - 200 9-128,text,true,,10114,214,143,143,1041,0,0
1714003519739,1047,Home,200,,Sustained - 200 9-98,text,true,,9118,209,144,144,1047,0,473
1714003519347,1438,List Products with different page,200,,Sustained - 200 9-190,text,true,,105228,235,144,144,406,0,0
1714003519770,1037,Home,200,,Sustained - 200 9-97,text,true,,9118,209,145,145,1037,0,477
1714003519003,1808,List Products,200,,Sustained - 200 9-167,text,true,,112658,235,146,146,386,0,0
1714003519797,1036,Login,200,,Sustained - 200 9-127,text,true,,10114,214,146,146,1036,0,0
1714003519801,1036,Home,200,,Sustained - 200 9-96,text,true,,9118,209,146,146,1036,0,486
1714003519838,1060,Login,200,,Sustained - 200 9-126,text,true,,10114,214,149,149,1060,0,0
1714003519029,1869,List Products,200,,Sustained - 200 9-166,text,true,,123956,235,149,149,399,0,0
1714003519019,1895,Look at Product,200,,Sustained - 200 9-188,text,true,,151173,223,149,149,412,0,0
1714003519846,1082,Login,200,,Sustained - 200 9-125,text,true,,10114,214,150,150,1082,0,0
1714003519875,1106,Add Product to Cart,200,,Sustained - 200 9-194,text,true,,9792,213,152,152,1106,0,0
1714003519864,1117,Home,200,,Sustained - 200 9-93,text,true,,9118,209,152,152,1117,0,516
1714003519927,1070,Home,200,,Sustained - 200 9-91,text,true,,9118,209,153,153,1070,0,496
1714003519943,1081,Home,200,,Sustained - 200 9-90,text,true,,9118,209,153,153,1081,0,486
1714003519120,1908,List Products,200,,Sustained - 200 9-163,text,true,,112658,235,154,154,407,0,0
1714003519946,1090,Login,200,,Sustained - 200 9-124,text,true,,10114,214,154,154,1090,0,0
1714003519963,1084,Login,200,,Sustained - 200 9-123,text,true,,10114,214,155,155,1084,0,0
1714003519965,1092,Login,200,,Sustained - 200 9-122,text,true,,10114,214,155,155,1091,0,0
1714003519990,1099,Home,200,,Sustained - 200 9-88,text,true,,9118,209,157,157,1099,0,522
1714003520021,1098,Home,200,,Sustained - 200 9-87,text,true,,9118,209,158,158,1094,0,509
1714003520028,1093,Login,200,,Sustained - 200 9-121,text,true,,10114,214,158,158,1093,0,0
1714003520029,1094,Login,200,,Sustained - 200 9-120,text,true,,10114,214,158,158,1094,0,0
1714003520113,1083,Home,200,,Sustained - 200 9-83,text,true,,9118,209,160,160,1083,0,534
1714003520121,1101,Login,200,,Sustained - 200 9-117,text,true,,10114,214,162,162,1101,0,0
1714003520143,1088,Home,200,,Sustained - 200 9-82,text,true,,9118,209,162,162,1088,0,521
1714003520098,1133,Home,200,,Sustained - 200 9-84,text,true,,9118,209,162,162,1133,0,555
1714003520119,1112,Login,200,,Sustained - 200 9-118,text,true,,10114,214,162,162,1112,0,0
1714003520147,1116,Login,200,,Sustained - 200 9-115,text,true,,10114,214,163,163,1116,0,0
1714003520161,1113,Add Product 2 to Cart,200,,Sustained - 200 9-198,text,true,,9792,213,163,163,1113,0,0
1714003520156,1147,Login,200,,Sustained - 200 9-116,text,true,,10114,214,165,165,1147,0,0
1714003520175,1128,Home,200,,Sustained - 200 9-81,text,true,,9118,209,165,165,1128,0,539
1714003519323,1998,List Products,200,,Sustained - 200 9-159,text,true,,105228,235,166,166,406,0,0
1714003520237,1142,Home,200,,Sustained - 200 9-78,text,true,,9118,209,168,168,1142,0,542
1714003520222,1164,Home,200,,Sustained - 200 9-79,text,true,,9118,209,168,168,1164,0,557
1714003520247,1157,Login,200,,Sustained - 200 9-114,text,true,,10114,214,169,169,1157,0,0
1714003520268,1136,Home,200,,Sustained - 200 9-77,text,true,,9118,209,169,169,1136,0,540
1714003520287,1134,Login,200,,Sustained - 200 9-112,text,true,,10114,214,170,170,1134,0,0
1714003520278,1144,Login,200,,Sustained - 200 9-113,text,true,,10114,214,170,170,1144,0,0
1714003520289,1139,Login,200,,Sustained - 200 9-111,text,true,,10114,214,170,170,1134,0,0
1714003520300,1128,Home,200,,Sustained - 200 9-76,text,true,,9118,209,170,170,1128,0,533
1714003519369,2102,Look at Product,200,,Sustained - 200 9-180,text,true,,123337,223,171,171,462,0,0
1714003520315,1164,Home,200,,Sustained - 200 9-75,text,true,,9118,209,172,172,1164,0,565
1714003519390,2163,Look at Product,200,,Sustained - 200 9-183,text,true,,151448,223,175,175,487,0,0
1714003520362,1192,Login,200,,Sustained - 200 9-110,text,true,,10114,214,175,175,1192,0,0
1714003520362,1194,Home,200,,Sustained - 200 9-73,text,true,,9118,209,175,175,1194,0,584
1714003519423,2137,Look at Product,200,,Sustained - 200 9-182,text,true,,151361,223,175,175,473,0,0
1714003519963,1626,Logout,200,,Sustained - 200 9-199,text,true,,9118,209,176,176,1083,0,0
1714003519118,2470,List Products,200,,Sustained - 200 9-164,text,true,,112658,235,176,176,410,0,0
1714003520440,1173,Home,200,,Sustained - 200 9-70,text,true,,9118,209,177,177,1173,0,584
1714003520429,1190,Login,200,,Sustained - 200 9-108,text,true,,10114,214,177,177,1190,0,0
1714003520429,1192,Login,200,,Sustained - 200 9-109,text,true,,10114,214,177,177,1192,0,0
1714003520429,1193,Add Product 2 to Cart,200,,Sustained - 200 9-195,text,true,,9792,213,177,177,1193,0,0
